,country_x,Opposition Challenge,OppBoycott,year,client,PollsBad,PollsGood,IncumbentRan,GoodEcon,polcomp,adjexconst,IOScore,reltradelog,transition,PostCW,Opposition Win,Transitional,OppGain,EconCrisis,exconst,tenure,leverage,Harrass,Rentier,v2x_polyarchy,ViolenceAfter,Violence,PostProtestFraud,longten,Major Aid Recipient
656,Greece,0,0,1964,0,0,0,1,0,2.0,7.0,3.0,0.03689353338122046,0,0,0,1,0,0,7.0,1.0,0,0,1,0.398,0,0,0,0,1
657,Greece,0,0,1974,0,0,0,1,0,1.0,1.0,3.0,0.13685169692291424,0,0,0,1,0,0,1.0,1.0,0,0,1,0.077,0,0,0,0,1
695,Moldova,1,0,2009,0,0,1,1,0,9.0,7.0,2.0,0.2245643330022259,0,1,0,0,0,1,7.0,1.0,0,0,1,0.507,1,1,1,0,1
696,Moldova,1,0,2009,0,1,0,1,0,9.0,7.0,2.0,0.2245643330022259,0,1,1,0,1,1,7.0,1.0,0,0,1,0.507,0,0,0,0,1
697,Moldova,0,0,2010,0,0,1,1,0,9.0,7.0,2.0,0.16086590631877992,0,1,0,0,0,1,7.0,1.0,0,0,1,0.488,0,0,0,0,1
698,Romania,0,0,1990,0,0,1,1,0,-88.0,2.0,1.0,0.06755443517576257,1,1,0,1,0,1,-88.0,1.0,1,0,1,0.126,0,0,0,0,1
699,Romania,0,0,1992,0,0,0,1,0,7.0,5.0,1.0,0.10171729449912215,0,1,0,0,0,0,5.0,1.0,1,0,1,0.503,0,0,0,0,1
700,Romania,0,0,1992,0,0,0,1,0,7.0,5.0,1.0,0.10171729449912215,0,1,0,0,0,0,5.0,1.0,1,0,1,0.503,0,0,0,0,1
701,Romania,1,0,1996,0,1,0,1,1,7.0,5.0,2.0,0.22330963273818674,0,1,1,0,1,0,5.0,4.0,0,0,1,0.565,0,0,0,0,1
705,Russia (Soviet Union),1,0,1991,0,1,0,1,0,2.0,4.0,0.0,0.12950387625848125,0,1,1,0,1,1,4.0,6.0,0,0,0,0.235,0,0,0,0,0
706,Russia (Soviet Union),0,0,1996,0,1,0,1,0,9.0,3.0,1.0,0.21599186074784196,0,1,0,0,0,0,3.0,5.0,0,0,1,0.453,0,0,0,0,1
707,Russia (Soviet Union),0,0,1996,0,1,0,1,0,9.0,3.0,1.0,0.21599186074784196,0,1,0,0,0,0,3.0,5.0,0,0,1,0.453,0,0,0,0,1
708,Russia (Soviet Union),0,0,2000,0,0,1,0,0,9.0,3.0,1.0,0.20080358235698287,0,1,0,0,0,0,3.0,0.0,0,0,0,0.486,0,0,0,0,0
709,Russia (Soviet Union),0,0,2004,0,0,1,1,0,9.0,5.0,1.0,0.3247512277978924,0,1,0,0,0,0,5.0,4.0,0,1,1,0.343,0,1,0,0,1
710,Russia (Soviet Union),0,0,2008,0,0,1,0,1,8.0,4.0,1.0,0.735588585205878,0,1,0,0,0,0,4.0,8.0,0,1,0,0.321,0,0,0,0,0
711,Russia (Soviet Union),1,0,2012,0,0,1,0,0,8.0,4.0,2.0,0.8668727517400836,0,1,0,0,0,0,4.0,12.0,0,1,0,0.33,1,0,1,0,0
733,Ukraine,0,0,1994,0,1,0,1,0,7.0,5.0,0.0,0.046490725196367086,0,1,0,0,0,1,5.0,4.0,0,0,1,0.539,0,0,0,0,1
734,Ukraine,1,0,1994,0,0,0,1,0,7.0,5.0,0.0,0.046490725196367086,0,1,1,0,1,1,5.0,4.0,0,0,1,0.539,0,0,0,0,1
735,Ukraine,0,0,1999,0,0,1,1,0,9.0,5.0,1.0,0.07726068287591212,0,1,0,0,0,1,5.0,5.0,0,1,1,0.472,0,1,0,0,1
736,Ukraine,0,0,1999,0,0,1,1,0,9.0,5.0,1.0,0.07726068287591212,0,1,0,0,0,1,5.0,5.0,0,1,1,0.472,0,1,0,0,1
737,Ukraine,1,0,2004,0,1,0,0,1,7.0,5.0,1.0,0.11628699818200038,0,1,1,0,0,0,5.0,10.0,1,1,1,0.414,0,0,1,0,1
738,Ukraine,1,0,2004,0,1,0,0,1,7.0,5.0,1.0,0.11628699818200038,0,1,1,0,0,0,5.0,10.0,1,1,1,0.414,0,0,1,0,1
739,Ukraine,1,0,2004,0,1,0,0,1,7.0,5.0,1.0,0.11628699818200038,0,1,1,0,1,0,5.0,10.0,1,0,1,0.414,0,0,1,0,1
744,Belarus,0,0,2001,0,1,0,1,0,2.0,2.0,0.0,0.1359859562218269,0,1,0,0,0,0,2.0,7.0,0,1,1,0.306,0,0,0,0,1
745,Belarus,1,0,2006,0,0,1,1,1,2.0,2.0,0.0,0.3113384115139573,0,1,0,0,0,0,2.0,12.0,1,1,1,0.23,1,1,1,0,1
746,Belarus,1,0,2010,0,0,0,1,0,2.0,2.0,0.0,0.41531474635904586,0,1,0,0,0,0,2.0,16.0,1,1,1,0.227,1,1,1,1,1
747,Armenia,1,0,1996,0,1,0,1,0,6.0,3.0,0.0,0.045850526635288026,0,1,0,0,0,1,3.0,5.0,0,0,1,0.505,1,0,1,0,1
748,Armenia,0,0,1998,0,1,0,1,0,2.0,3.0,0.0,0.0510733462474231,0,1,0,1,0,0,3.0,7.0,1,0,1,0.37,0,0,0,0,1
749,Armenia,0,0,1998,0,1,0,1,0,2.0,3.0,0.0,0.0510733462474231,0,1,0,1,0,0,3.0,7.0,1,0,1,0.37,0,0,0,0,1
750,Armenia,1,0,2003,0,0,1,1,0,8.0,5.0,2.0,0.06321510734560654,0,1,0,0,0,0,5.0,5.0,0,0,1,0.466,0,0,1,0,1
751,Armenia,1,0,2003,0,0,1,1,0,8.0,5.0,2.0,0.06321510734560654,0,1,0,0,0,0,5.0,5.0,0,0,1,0.466,0,0,1,0,1
752,Armenia,1,0,2008,0,0,0,0,0,7.0,5.0,2.0,0.25799582844306507,0,1,0,0,0,0,5.0,10.0,1,0,1,0.35,1,1,1,0,1
753,Armenia,1,1,2013,0,0,1,1,0,7.0,5.0,2.0,0.2480574953481465,0,1,0,0,0,0,5.0,5.0,0,0,0,0.388,0,0,1,0,0
755,Georgia,0,0,2000,0,0,1,1,0,5.0,5.0,2.0,0.05038761091322119,0,1,0,0,0,0,5.0,8.0,0,0,1,0.37,0,0,0,0,1
757,Georgia,0,0,2008,0,0,1,1,0,8.0,5.0,2.0,0.25009083994820536,0,1,0,0,1,1,5.0,1.0,0,0,1,0.592,0,0,0,0,1
758,Georgia,1,0,2013,0,1,0,0,0,8.0,5.0,2.0,0.3494416274626491,0,1,1,0,1,0,5.0,5.0,0,0,1,0.539,0,0,0,0,1
760,Azerbaijan,0,1,1993,0,0,1,1,0,6.0,3.0,0.0,0.03611230415421192,0,1,0,1,0,0,3.0,1.0,0,0,1,0.351,0,0,0,0,1
761,Azerbaijan,1,1,1998,0,0,1,1,0,3.0,2.0,0.0,0.01809574373061941,0,1,0,0,0,0,2.0,5.0,0,0,1,0.248,0,0,1,0,1
762,Azerbaijan,1,0,2003,0,1,0,0,0,2.0,2.0,1.0,0.10485800438322535,0,1,0,0,0,0,2.0,10.0,0,0,1,0.25,1,1,1,0,1
763,Azerbaijan,0,1,2008,0,0,0,1,1,2.0,2.0,1.0,0.6511553155056453,0,1,0,0,0,0,2.0,5.0,0,1,0,0.215,0,0,0,0,0
764,Azerbaijan,1,0,2013,0,0,0,1,1,2.0,2.0,1.0,0.6640508880968669,0,1,0,0,0,1,2.0,10.0,0,1,0,0.197,0,0,1,0,0
843,Cape Verde,1,0,1991,0,0,0,1,0,3.0,5.0,0.0,0.0,0,1,1,0,1,0,5.0,16.0,0,0,1,0.387,0,0,0,1,1
849,Guinea-Bissau,0,0,1994,0,0,0,1,0,3.0,3.0,1.0,0.018148550289013292,0,1,0,0,0,1,3.0,14.0,0,0,1,0.161,0,0,0,1,1
850,Guinea-Bissau,0,0,1994,0,0,0,1,0,3.0,3.0,1.0,0.018148550289013292,0,1,0,0,0,1,3.0,14.0,0,0,1,0.161,0,0,0,1,1
858,Equatorial Guinea,0,1,1996,0,0,0,1,1,2.0,2.0,0.0,0.18220866292168134,0,1,0,0,0,0,2.0,17.0,0,1,1,0.186,0,1,0,1,1
859,Equatorial Guinea,0,0,2002,0,0,0,1,1,2.0,1.0,0.0,0.9398415722531573,0,1,0,0,0,0,1.0,23.0,0,1,1,0.184,0,0,0,1,1
860,Equatorial Guinea,0,0,2009,0,0,0,1,1,2.0,1.0,0.0,2.392158851613416,0,1,0,0,0,0,1.0,30.0,0,1,0,0.182,0,0,0,1,0
861,Equatorial Guinea,0,0,2013,0,1,0,1,0,2.0,1.0,0.0,2.506688848623566,0,1,0,0,0,0,1.0,34.0,0,0,1,0.172,0,0,0,1,1
862,Gambia,0,0,1982,0,0,0,1,0,9.0,5.0,1.0,0.039205180225388735,0,0,0,0,0,1,5.0,17.0,0,1,1,0.45,0,1,0,1,1
863,Gambia,0,0,1987,0,0,0,1,0,9.0,5.0,1.0,0.07645912296210336,0,0,0,0,0,1,5.0,22.0,0,0,1,0.457,0,0,0,1,1
864,Gambia,0,0,1992,0,0,1,1,1,10.0,5.0,1.0,0.1541360209162455,0,1,0,0,0,0,5.0,27.0,0,0,1,0.495,0,0,0,1,1
865,Gambia,0,0,1996,0,0,1,1,0,1.0,1.0,1.0,0.07517316529365851,0,1,0,0,0,0,1.0,2.0,1,1,0,0.109,0,1,0,0,0
866,Gambia,0,0,2001,0,0,0,1,1,2.0,2.0,1.0,0.05479053967776862,0,1,0,0,0,0,2.0,7.0,0,1,1,0.262,0,1,0,0,1
867,Gambia,0,0,2006,0,0,0,1,1,2.0,2.0,1.0,0.07506917777247628,0,1,0,0,0,0,2.0,12.0,1,0,1,0.283,0,0,0,0,1
868,Gambia,0,0,2011,0,0,0,1,0,2.0,2.0,1.0,0.062067972646470904,0,1,0,0,0,0,2.0,17.0,0,1,1,0.274,0,0,0,1,1
871,Mali,1,1,1997,0,0,0,1,0,5.0,5.0,1.0,0.03019459391646207,0,1,0,0,0,1,5.0,5.0,0,0,1,0.595,1,0,1,0,1
872,Mali,1,0,2002,0,1,0,0,0,7.0,5.0,1.0,0.03304662878567462,0,1,1,0,1,1,5.0,10.0,0,0,1,0.48,0,0,0,0,1
873,Mali,1,0,2002,0,1,0,0,0,7.0,5.0,1.0,0.03304662878567462,0,1,1,0,1,1,5.0,10.0,0,0,1,0.48,0,0,0,0,1
877,Senegal,0,1,1978,1,0,0,1,0,2.0,3.0,1.0,0.1283764345110249,0,0,0,0,0,0,3.0,18.0,0,0,0,0.358,0,1,0,1,1
878,Senegal,0,1,1983,1,0,0,1,0,9.0,3.0,1.0,0.09700922196368104,0,0,0,0,0,0,3.0,2.0,0,0,1,0.49,0,0,0,0,1
879,Senegal,1,1,1988,1,0,0,1,0,9.0,3.0,1.0,0.09277994773623786,0,0,0,0,1,0,3.0,7.0,0,0,1,0.514,1,1,1,0,1
880,Senegal,0,0,1993,1,0,0,1,0,9.0,3.0,1.0,0.09883419337911717,0,1,0,0,0,1,3.0,12.0,0,0,1,0.541,0,1,0,0,1
887,Benin,0,0,1991,0,0,0,1,0,-88.0,1.0,1.0,0.020772048294457262,1,1,0,1,1,1,-88.0,19.0,1,0,1,0.236,0,0,0,1,1
888,Benin,0,0,1991,0,0,0,1,0,-88.0,1.0,1.0,0.020772048294457262,1,1,0,1,1,1,-88.0,19.0,1,0,1,0.236,0,0,0,1,1
896,Mauritania,1,0,1992,0,0,0,1,0,2.0,3.0,1.0,0.1966643381539539,0,1,0,0,0,0,3.0,8.0,0,0,1,0.136,1,1,1,0,1
897,Mauritania,0,1,1997,0,0,0,1,1,2.0,3.0,1.0,0.2253600130959437,0,1,0,0,0,0,3.0,13.0,0,0,1,0.302,0,0,0,1,1
898,Mauritania,0,0,2003,0,0,0,1,1,2.0,3.0,1.0,0.15003763453960006,0,1,0,0,0,0,3.0,19.0,0,1,1,0.317,0,0,0,1,1
902,Niger,1,0,1993,0,0,0,0,0,-88.0,2.25,1.0,0.03529662969346267,1,1,1,1,1,1,-88.0,6.0,0,0,1,0.327,0,0,0,0,1
903,Niger,1,0,1993,0,0,0,0,0,-88.0,2.25,1.0,0.03529662969346267,1,1,1,1,1,1,-88.0,6.0,0,0,1,0.327,0,0,0,0,1
904,Niger,1,0,1996,0,0,0,1,0,5.0,7.0,1.0,0.028651106414601557,0,1,0,1,0,1,7.0,3.0,1,1,1,0.524,1,0,1,0,1
911,Cote d'Ivoire,0,0,1990,1,0,0,1,0,1.0,1.0,1.0,0.1378370992385945,0,1,0,0,0,1,1.0,30.0,0,1,1,0.177,0,0,0,1,1
912,Cote d'Ivoire,0,1,1995,1,0,0,1,1,2.0,3.0,1.0,0.1533866026715301,0,1,0,0,0,0,3.0,2.0,0,1,1,0.262,0,1,0,0,1
913,Cote d'Ivoire,1,1,2000,1,0,0,1,1,6.0,3.0,1.0,0.17183603553086987,0,1,0,0,0,0,3.0,1.0,1,0,1,0.403,1,1,1,0,1
916,Guinea,0,1,1993,0,0,0,1,0,2.0,2.0,0.0,0.08459532065146409,0,1,0,0,0,0,2.0,9.0,0,1,1,0.177,0,1,0,0,1
917,Guinea,0,0,1998,0,0,0,1,0,6.0,3.0,1.0,0.05922406808137942,0,1,0,0,0,1,3.0,14.0,0,1,1,0.277,1,1,0,1,1
918,Guinea,0,1,2003,0,0,0,1,0,6.0,3.0,1.0,0.056150956651235,0,1,0,0,0,1,3.0,19.0,1,1,1,0.294,0,0,0,1,1
921,Burkina Faso,0,0,1978,0,0,0,1,0,-88.0,2.0,1.0,0.02008125253325437,1,0,0,0,1,1,-88.0,4.0,0,0,1,0.196,0,1,0,0,1
922,Burkina Faso,0,0,1978,0,0,0,1,0,-88.0,2.0,1.0,0.02008125253325437,1,0,0,0,1,1,-88.0,4.0,0,0,1,0.196,0,1,0,0,1
923,Burkina Faso,0,1,1998,0,0,0,1,0,2.0,2.0,1.0,0.022868990711051577,0,1,0,0,0,1,2.0,11.0,0,0,1,0.465,0,0,0,0,1
924,Burkina Faso,0,0,2005,0,0,0,1,0,8.0,3.0,1.0,0.023086351977334434,0,1,0,0,0,0,3.0,18.0,0,0,1,0.547,0,0,0,1,1
925,Burkina Faso,0,0,2010,0,0,0,1,1,8.0,3.0,1.0,0.029429070598145042,0,1,0,0,0,0,3.0,23.0,0,0,1,0.546,0,0,0,1,1
926,Liberia,0,0,1955,1,0,0,1,0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,3.0,11.0,0,1,1,0.204,0,1,0,0,1
927,Liberia,0,0,1959,1,0,0,1,1,2.0,3.0,0.0,0.1449130753448927,0,0,0,0,0,0,3.0,15.0,0,0,1,0.191,0,0,0,1,1
929,Liberia,1,0,1985,1,0,0,1,0,2.0,1.0,0.0,0.172705772957729,0,0,0,0,0,0,1.0,5.0,1,1,1,0.102,0,1,1,0,1
935,Sierra Leone,0,0,1962,0,0,0,1,0,7.0,5.0,1.0,0.05012829158400717,0,0,0,0,0,0,5.0,1.0,0,0,1,0.353,0,0,0,0,1
936,Sierra Leone,1,0,1967,0,0,0,1,0,7.0,5.0,1.0,0.04190319170154283,0,0,1,0,1,0,5.0,3.0,0,0,1,0.367,0,0,0,0,1
942,Sierra Leone,0,0,2012,0,0,0,1,0,8.0,6.0,1.0,0.06536686445946047,0,1,0,0,0,1,6.0,5.0,0,0,1,0.512,0,0,0,0,1
945,Ghana,1,0,1992,0,1,0,1,0,3.0,2.0,1.0,0.06036805406341257,0,1,0,0,0,0,2.0,11.0,0,0,1,0.111,0,0,1,0,1
946,Ghana,0,0,1996,0,0,0,1,0,6.0,3.0,1.0,0.10162803115332675,0,1,0,0,0,0,3.0,15.0,0,0,1,0.507,0,1,0,1,1
953,Togo,0,1,1993,1,0,0,1,0,2.0,2.0,1.0,0.08535751812921424,0,1,0,0,0,1,2.0,26.0,1,1,1,0.284,0,0,0,1,1
954,Togo,1,0,1998,1,0,1,1,0,6.0,2.0,1.0,0.04530801895549701,0,1,0,0,0,1,2.0,31.0,0,1,1,0.315,0,0,1,1,1
955,Togo,0,0,2003,1,0,0,1,0,6.0,2.0,1.0,0.02982614260093786,0,1,0,0,0,1,2.0,36.0,1,0,1,0.298,0,0,0,1,1
956,Togo,0,0,2005,1,1,0,0,1,6.0,2.0,1.0,0.033506680486448066,0,1,0,1,0,0,2.0,38.0,0,0,1,0.283,0,0,0,1,1
957,Cameroon,1,0,1992,1,1,0,1,0,7.0,2.0,1.0,0.13808988691673846,0,1,0,0,0,1,2.0,10.0,0,1,1,0.286,1,0,1,0,1
958,Cameroon,0,1,1997,1,0,0,1,1,2.0,2.0,1.0,0.09162430251052307,0,1,0,0,0,0,2.0,15.0,0,0,1,0.302,0,0,0,1,1
959,Cameroon,0,0,2004,1,0,0,1,1,2.0,2.0,1.0,0.08196337971354344,0,1,0,0,0,0,2.0,22.0,0,0,1,0.329,0,0,0,1,1
960,Cameroon,0,0,2011,0,0,0,1,1,6.0,2.0,1.0,0.09979510819682201,0,1,0,0,0,0,2.0,29.0,0,0,1,0.345,0,0,0,1,1
962,Nigeria,0,0,1983,0,1,0,1,0,6.0,7.0,1.0,0.18558225899214803,0,0,0,0,1,0,7.0,4.0,0,0,1,0.417,0,0,0,0,1
964,Nigeria,0,0,2003,0,0,0,1,0,5.0,5.0,1.0,0.09065889921549806,0,1,0,0,0,0,5.0,4.0,0,0,1,0.462,0,1,0,0,1
965,Nigeria,1,0,2007,0,0,0,0,0,5.0,5.0,1.0,0.25809361685985915,0,1,0,0,0,0,5.0,8.0,0,1,1,0.442,1,1,1,0,1
966,Nigeria,1,0,2011,0,0,1,1,1,5.0,5.0,1.0,0.27206358627011873,0,1,0,0,0,0,5.0,1.0,0,0,1,0.415,0,1,1,0,1
967,Gabon,1,0,1993,1,0,0,1,1,3.0,2.0,1.0,1.2557803802132346,0,1,0,0,0,0,2.0,26.0,1,0,1,0.332,1,1,1,1,1
968,Gabon,0,0,1998,1,0,0,1,0,3.0,2.0,1.0,1.3881628993979007,0,1,0,0,0,0,2.0,31.0,0,0,1,0.344,0,0,0,1,1
969,Gabon,1,0,2005,1,0,1,1,1,3.0,2.0,1.0,1.3779350418805725,0,1,0,0,0,0,2.0,38.0,0,0,1,0.371,0,0,1,1,1
970,Gabon,1,0,2009,1,0,0,0,0,3.0,2.0,1.0,1.4732011179188238,0,1,0,1,1,1,2.0,42.0,0,0,0,0.372,1,1,1,1,1
971,Central African Republic,1,1,1981,1,0,0,1,0,1.0,1.0,1.0,0.04435418262788668,0,0,0,0,1,1,1.0,2.0,0,1,1,0.141,1,1,1,0,1
973,Central African Republic,1,0,1993,1,0,0,1,0,2.0,1.0,1.0,0.0347421817957138,0,1,1,1,1,1,1.0,12.0,1,0,1,0.291,0,0,0,0,1
974,Central African Republic,1,0,1993,1,0,0,1,0,2.0,1.0,1.0,0.0347421817957138,0,1,1,1,1,1,1.0,12.0,1,0,1,0.291,0,0,0,0,1
975,Central African Republic,0,0,1999,0,0,0,1,0,7.0,5.0,1.0,0.024054113095007004,0,1,0,0,0,1,5.0,6.0,0,0,1,0.414,0,1,0,0,1
976,Central African Republic,0,0,2005,1,0,1,1,0,7.0,2.0,1.0,0.02500529057588074,0,1,0,0,0,1,2.0,2.0,0,1,1,0.221,0,0,0,0,1
977,Central African Republic,0,0,2005,1,0,1,1,0,7.0,2.0,1.0,0.02500529057588074,0,1,0,0,0,1,2.0,2.0,0,1,1,0.221,0,0,0,0,1
978,Central African Republic,0,0,2011,0,0,0,1,0,6.0,3.0,1.0,0.02220815634836617,0,1,0,0,0,0,3.0,8.0,0,1,1,0.37,0,1,0,0,1
979,Chad,0,0,1996,1,0,1,1,0,-88.0,2.5,1.0,0.02118762260431974,1,1,0,1,0,0,-88.0,6.0,0,0,1,0.182,0,0,0,0,1
980,Chad,0,1,1996,1,0,1,1,0,-88.0,2.5,1.0,0.02118762260431974,1,1,0,1,0,0,-88.0,6.0,0,0,1,0.182,0,0,0,0,1
981,Chad,0,0,2001,1,0,1,1,1,6.0,3.0,1.0,0.01386380313428532,0,1,0,0,0,0,3.0,11.0,0,0,1,0.28,0,0,0,0,1
982,Chad,0,1,2006,1,0,1,1,1,6.0,2.0,1.0,0.17797652020768825,0,1,0,0,0,0,2.0,16.0,0,0,1,0.284,0,0,0,1,1
983,Chad,0,1,2011,0,0,0,1,0,6.0,2.0,1.0,0.19854683922781274,0,1,0,0,0,0,2.0,21.0,0,0,1,0.29,0,0,0,1,1
984,Congo,1,0,1992,0,0,0,1,0,-88.0,2.0,1.0,0.35538596953936186,1,1,1,0,1,1,-88.0,13.0,0,0,1,0.267,0,0,0,1,1
985,Congo,1,0,1992,0,0,0,1,0,-88.0,2.0,1.0,0.35538596953936186,1,1,1,0,1,1,-88.0,13.0,0,0,1,0.267,0,0,0,1,1
986,Congo,1,1,2002,0,0,0,1,0,3.0,1.0,1.0,0.3001915403502519,0,1,0,0,0,1,1.0,5.0,0,0,1,0.164,1,1,1,0,1
987,Congo,0,1,2009,0,0,0,1,0,3.0,2.0,1.0,1.050014667573557,0,1,0,0,0,1,2.0,12.0,0,0,1,0.259,0,0,0,0,1
990,Democratic Republic of Congo,1,0,2011,0,0,0,1,0,8.0,5.0,1.0,0.018365088212094264,0,1,0,0,0,0,5.0,10.0,0,1,1,0.357,1,1,1,0,1
991,Uganda,0,0,2006,0,0,0,1,1,6.0,3.0,1.0,0.01970019115163885,0,1,0,0,0,0,3.0,20.0,1,1,1,0.317,0,1,0,1,1
992,Uganda,1,0,2011,0,0,0,1,0,6.0,3.0,1.0,0.023917156617715707,0,1,0,0,0,1,3.0,25.0,0,1,1,0.374,0,0,1,1,1
993,Kenya,0,0,1992,0,0,0,1,0,3.0,3.0,1.0,0.0504825656814174,0,1,0,0,1,0,3.0,14.0,0,0,1,0.202,0,1,0,1,1
994,Kenya,1,0,1997,0,0,0,1,0,3.0,3.0,1.0,0.05279588971647197,0,1,0,0,0,0,3.0,19.0,0,0,1,0.359,0,1,1,1,1
995,Kenya,1,0,2002,0,0,0,0,0,8.0,4.0,1.0,0.059828869576609725,0,1,1,0,1,0,4.0,24.0,0,0,1,0.364,0,0,0,1,1
996,Kenya,1,0,2007,0,1,0,1,0,9.0,6.0,1.0,0.06828268797548273,0,1,0,0,1,0,6.0,5.0,0,0,0,0.466,0,1,1,0,0
999,Tanzania,0,0,1995,0,0,1,0,0,3.0,3.0,1.0,0.018865830783406607,0,1,0,0,1,1,3.0,10.0,0,0,1,0.437,0,0,0,0,1
1000,Tanzania,1,0,2000,0,0,0,1,0,3.0,3.0,1.0,0.0208484325394314,0,1,0,0,0,0,3.0,5.0,0,0,1,0.558,0,0,1,0,1
1002,Tanzania,0,0,2010,0,0,1,1,1,3.0,3.0,1.0,0.02973095916223394,0,1,0,0,1,0,3.0,5.0,0,0,1,0.526,0,0,0,0,1
1003,Burundi,1,0,1993,0,0,1,1,0,-88.0,2.0,1.0,0.021372340545195132,1,1,1,0,1,1,-88.0,6.0,0,0,1,0.177,0,0,0,0,1
1004,Rwanda,0,0,2003,0,0,1,1,0,3.0,2.0,1.0,0.007173867770121801,0,1,0,1,0,1,2.0,9.0,0,1,1,0.116,0,0,0,0,1
1005,Djibouti,0,1,1993,0,0,0,1,0,2.0,2.0,0.0,0.2868619562285305,0,1,0,0,0,0,2.0,16.0,0,0,1,0.211,0,0,0,1,1
1006,Djibouti,0,0,1999,0,0,0,0,0,3.0,2.0,1.0,0.21647715138794227,0,1,0,0,0,1,2.0,22.0,0,1,1,0.268,0,0,0,1,1
1007,Djibouti,0,1,2011,0,0,0,1,0,7.0,3.0,1.0,0.29105469333613,0,1,0,0,0,0,3.0,12.0,0,1,1,0.244,0,1,0,0,1
1008,Ethiopia,0,1,1995,0,0,0,1,0,-88.0,2.0,0.0,0.010261215910415745,1,1,0,1,0,1,-88.0,4.0,0,1,1,0.202,0,1,0,0,1
1009,Ethiopia,0,0,2000,0,0,0,1,0,6.0,3.0,0.0,0.01002197547786577,0,1,0,0,1,1,3.0,9.0,0,1,1,0.274,0,0,0,0,1
1010,Ethiopia,1,0,2005,0,1,0,1,1,6.0,3.0,0.0,0.011872481764243407,0,1,0,0,1,1,3.0,14.0,1,1,1,0.253,1,1,1,1,1
1011,Angola,1,0,1992,0,1,0,1,0,-88.0,3.0,0.0,0.29757351172264046,1,1,0,0,0,1,-88.0,13.0,0,1,1,0.088,1,1,1,1,1
1013,Mozambique,0,0,1999,0,0,1,1,1,9.0,4.0,1.0,0.00920888393571432,0,1,0,0,0,0,4.0,13.0,0,0,0,0.492,0,0,0,1,0
1014,Mozambique,0,0,2004,0,1,0,0,1,9.0,4.0,1.0,0.018015880873934735,0,1,0,0,0,0,4.0,18.0,0,0,1,0.445,0,0,0,1,1
1015,Mozambique,0,0,2009,0,0,1,1,1,9.0,4.0,1.0,0.028631140116377966,0,1,0,0,0,0,4.0,4.0,0,0,1,0.502,0,0,0,0,1
1016,Zambia,0,0,1968,0,0,0,1,1,6.0,3.0,0.0,0.1310928452391036,0,0,0,0,0,0,3.0,4.0,1,1,1,0.304,0,1,0,0,1
1017,Zambia,1,0,1991,0,0,0,1,0,1.0,1.0,1.0,0.14419117590446556,0,1,1,0,1,1,1.0,27.0,0,0,1,0.236,0,0,0,1,1
1018,Zambia,0,1,1996,0,0,0,1,0,7.0,5.0,1.0,0.06487639801622386,0,1,0,0,0,0,5.0,5.0,0,1,1,0.478,0,0,0,0,1
1019,Zambia,1,0,2001,0,0,0,0,1,7.0,5.0,1.0,0.03958127904043642,0,1,0,0,1,0,5.0,10.0,0,0,1,0.501,0,0,1,0,1
1020,Zambia,1,0,2006,0,0,1,1,1,7.0,5.0,1.0,0.05780025947914182,0,1,0,0,0,0,5.0,4.0,1,0,1,0.485,0,0,1,0,1
1021,Zambia,1,0,2008,0,0,0,1,1,7.0,5.0,1.0,0.061171630367180124,0,1,0,0,0,0,5.0,6.0,0,0,1,0.502,0,0,1,0,1
1022,Zambia,1,0,2011,0,0,0,1,0,9.0,5.0,1.0,0.03576595169721382,0,1,1,0,1,0,5.0,3.0,0,0,1,0.521,0,1,0,0,1
1023,Zimbabwe,1,0,1985,0,0,0,1,0,3.0,4.0,1.0,0.06940249506513733,0,0,0,0,0,0,4.0,5.0,0,0,1,0.218,1,1,1,0,1
1024,Zimbabwe,1,0,1985,0,0,0,1,0,3.0,4.0,1.0,0.06940249506513733,0,0,0,0,0,0,4.0,5.0,0,1,1,0.218,1,1,1,0,1
1025,Zimbabwe,1,0,1990,0,0,0,1,0,2.0,3.0,1.0,0.08793959328091748,0,1,0,0,0,0,3.0,10.0,0,1,1,0.291,1,1,1,0,1
1026,Zimbabwe,0,1,1996,0,0,0,1,1,2.0,3.0,1.0,0.12403911748496302,0,1,0,0,0,0,3.0,16.0,0,1,1,0.307,0,0,0,1,1
1027,Zimbabwe,1,1,2002,0,0,0,1,0,6.0,2.0,1.0,0.05483696237046891,0,1,0,0,1,1,2.0,22.0,1,1,1,0.281,1,1,1,1,1
1028,Zimbabwe,1,0,2008,0,0,0,1,0,6.0,2.0,1.0,0.05404909879754631,0,1,1,0,1,1,2.0,28.0,1,1,0,0.253,0,1,0,1,0
1029,Zimbabwe,0,0,2013,0,0,0,1,1,6.0,3.0,1.0,0.03380696429900705,0,1,0,0,0,0,3.0,33.0,0,1,1,0.269,0,0,0,1,1
1030,Malawi,1,0,1994,0,1,0,1,0,3.0,2.0,1.0,0.03277444405120785,0,1,1,0,1,0,2.0,30.0,0,1,1,0.244,0,0,0,1,1
1031,Malawi,1,0,1999,0,0,1,1,0,9.0,5.0,1.0,0.028396055021476886,0,1,0,0,0,0,5.0,5.0,0,1,1,0.563,0,0,1,0,1
1032,Malawi,1,0,2004,0,0,1,0,0,8.0,5.0,1.0,0.023102681426490544,0,1,0,0,0,0,5.0,10.0,0,0,1,0.43,0,0,1,0,1
