obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
URU-1897,82050105-1e42-11e4-b4cd-db5882bf8def,165,URU,Juan Lindolfo Cuestas,1897-08-25,25aug1897,1903-03-01,01mar1903,Irregular,Regular,Regular,0,Exile,M,1837,1905,1837-01-06,06jan1837,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Juan-5FLindolfo-5FCuestas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=nENGHd0GF-EKyyinOLLiWQLA9pHhvnYNoOovr7RC1bU&e=,1,1,0,1,NA,NA
URU-1903,82050106-1e42-11e4-b4cd-db5882bf8def,165,URU,Jose Batlle y Ordonez,1903-03-01,01mar1903,1907-03-01,01mar1907,Regular,Regular,Regular,0,Exile,M,1856,1929,1856-05-21,21may1856,1929-10-20,20oct1929,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FBatlle-5Fy-5FOrd-25C3-25B3-25C3-25B1ez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq3xfMOm3DD8Ts6Hj3O02eAwWMdemSpmxYUO2Yg9zC0&e=,0,1,0,1,NA,NA
URU-1907,82050107-1e42-11e4-b4cd-db5882bf8def,165,URU,Claudio Williman,1907-03-01,01mar1907,1911-03-01,01mar1911,Regular,Regular,Regular,0,OK,M,1863,1934,1863-09-02,02sep1863,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Claudio-5FWilliman&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ndoQe_5JRJDxJ_H56nQeP6r1_qF4R-EROM94e0PhsfM&e=,0,1,0,0,NA,NA
URU-1911,82050106-1e42-11e4-b4cd-db5882bf8def,165,URU,Jose Batlle y Ordonez,1911-03-01,01mar1911,1915-03-01,01mar1915,Regular,Regular,Regular,1,OK,M,1856,1929,1856-05-21,21may1856,1929-10-20,20oct1929,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FBatlle-5Fy-5FOrd-25C3-25B3-25C3-25B1ez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq3xfMOm3DD8Ts6Hj3O02eAwWMdemSpmxYUO2Yg9zC0&e=,0,1,0,0,NA,NA
URU-1915,82050108-1e42-11e4-b4cd-db5882bf8def,165,URU,Feliciano Viera,1915-03-01,01mar1915,1919-03-01,01mar1919,Regular,Regular,Regular,0,OK,M,1872,1927,1872-11-08,08nov1872,NA,,NA,0,1,0,0,NA,NA
URU-1919,820531d8-1e42-11e4-b4cd-db5882bf8def,165,URU,Baltasar Brum,1919-03-05,05mar1919,1923-03-01,01mar1923,Regular,Regular,Regular,0,OK,M,1883,1933,1883-06-18,18jun1883,1933-03-31,31mar1933,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Baltasar-5FBrum&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=xLpD7pAUsrPSpj55trYGMu3vhrEf9zUlpFH3aKpA5eM&e=,0,1,0,0,NA,NA
URU-1923,820531d9-1e42-11e4-b4cd-db5882bf8def,165,URU,Serrato,1923-03-01,01mar1923,1927-03-01,01mar1927,Regular,Regular,Regular,0,OK,M,1868,1960,1868-09-30,30sep1868,NA,,NA,0,1,0,0,NA,NA
URU-1927,820531da-1e42-11e4-b4cd-db5882bf8def,165,URU,Campisteguy,1927-03-01,01mar1927,1931-03-01,01mar1931,Regular,Regular,Regular,0,OK,M,1859,1937,1859-09-07,07sep1859,NA,,NA,0,1,0,0,NA,NA
URU-1931,820531db-1e42-11e4-b4cd-db5882bf8def,165,URU,Terra,1931-03-01,01mar1931,1938-06-18,18jun1938,Regular,Regular,Regular,0,OK,M,1873,1942,NA,,NA,,NA,0,1,0,0,Brother-in-law of Baldomir%820562ac-1e42-11e4-b4cd-db5882bf8def,0
URU-1938,820562ac-1e42-11e4-b4cd-db5882bf8def,165,URU,Baldomir,1938-06-19,19jun1938,1943-03-01,01mar1943,Regular,Regular,Regular,0,OK,M,1884,1948,1884-08-27,27aug1884,1948-02-25,25feb1948,NA,0,1,0,0,Brother-in-law of Terra%820531db-1e42-11e4-b4cd-db5882bf8def,1
URU-1943,820562ad-1e42-11e4-b4cd-db5882bf8def,165,URU,Amezaga,1943-03-01,01mar1943,1947-03-01,01mar1947,Regular,Regular,Regular,0,OK,M,1881,1974,1881-01-28,28jan1881,NA,,NA,0,1,0,0,NA,NA
URU-1947-1,820562ae-1e42-11e4-b4cd-db5882bf8def,165,URU,Berreta,1947-03-01,01mar1947,1947-08-01,01aug1947,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1875,1947,1875-11-22,22nov1875,NA,,NA,0,2.0999999,0,-777,NA,NA
URU-1947-2,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Batlle Berres,1947-08-01,01aug1947,1951-03-01,01mar1951,Regular,Regular,Regular,0,OK,M,1897,1964,1897-11-26,26nov1897,1964-07-15,15jul1964,NA,0,1,0,0,NA,NA
URU-1951,820562b0-1e42-11e4-b4cd-db5882bf8def,165,URU,Martinez Trueba,1951-03-01,01mar1951,1955-03-01,01mar1955,Regular,Regular,Regular,0,OK,M,1884,1959,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1955,820562af-1e42-11e4-b4cd-db5882bf8def,165,URU,Batlle Berres,1955-03-01,01mar1955,1956-03-01,01mar1956,Regular,Regular,Regular,1,OK,M,1897,1964,1897-11-26,26nov1897,1964-07-15,15jul1964,NA,0,1,0,0,NA,NA
URU-1956,82059380-1e42-11e4-b4cd-db5882bf8def,165,URU,Zubiria,1956-03-01,01mar1956,1957-03-01,01mar1957,Regular,Regular,Regular,0,OK,M,1901,1971,1901-10-09,09oct1901,NA,,NA,0,1,0,0,NA,NA
URU-1957,82059381-1e42-11e4-b4cd-db5882bf8def,165,URU,Lezama,1957-03-01,01mar1957,1958-03-01,01mar1958,Regular,Regular,Regular,0,OK,M,1899,1964,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1958,8205c454-1e42-11e4-b4cd-db5882bf8def,165,URU,Fisher,1958-03-01,01mar1958,1959-03-01,01mar1959,Regular,Regular,Regular,0,OK,M,1903,1969,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1959,8205c455-1e42-11e4-b4cd-db5882bf8def,165,URU,Echegoyen,1959-03-02,02mar1959,1960-03-01,01mar1960,Regular,Regular,Regular,0,OK,M,1892,1974,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1960,8205c456-1e42-11e4-b4cd-db5882bf8def,165,URU,Nardone,1960-03-01,01mar1960,1961-03-01,01mar1961,Regular,Regular,Regular,0,OK,M,1907,1964,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1961,8205c457-1e42-11e4-b4cd-db5882bf8def,165,URU,Haedo,1961-03-01,01mar1961,1962-03-01,01mar1962,Regular,Regular,Regular,0,OK,M,1898,1970,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1962,8205c458-1e42-11e4-b4cd-db5882bf8def,165,URU,Harrison,1962-03-01,01mar1962,1963-03-01,01mar1963,Regular,Regular,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1900,1963,NA,,NA,,NA,0,1,0,-777,NA,NA
URU-1963,8205f532-1e42-11e4-b4cd-db5882bf8def,165,URU,Crespo,1963-03-01,01mar1963,1964-03-02,02mar1964,Regular,Regular,Regular,0,OK,M,1901,1964,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1964,8205f533-1e42-11e4-b4cd-db5882bf8def,165,URU,Giannattasio,1964-03-02,02mar1964,1965-02-07,07feb1965,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1895,1965,NA,,NA,,NA,0,2,0,-777,NA,NA
URU-1965,8205f534-1e42-11e4-b4cd-db5882bf8def,165,URU,Beltran,1965-02-07,07feb1965,1966-03-01,01mar1966,Regular,Regular,Regular,0,OK,M,1914,2003,1914-04-06,06apr1914,NA,,NA,0,1,0,0,NA,NA
URU-1966,82062606-1e42-11e4-b4cd-db5882bf8def,165,URU,Heber Usher,1966-03-01,01mar1966,1967-03-01,01mar1967,Regular,Regular,Regular,0,OK,M,1916,1981,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1967-1,82062607-1e42-11e4-b4cd-db5882bf8def,165,URU,Gestido,1967-03-01,01mar1967,1967-12-06,06dec1967,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1901,1967,1901-11-28,28nov1901,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2593scar-5FDiego-5FGestido&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=f9DdIAzQjRbdrOoqznncdQd1RU1U18VnJ7r1cdawFOQ&e=,0,2,0,-777,NA,NA
URU-1967-2,82062608-1e42-11e4-b4cd-db5882bf8def,165,URU,Pacheco Areco,1967-12-06,06dec1967,1972-03-01,01mar1972,Regular,Regular,Regular,0,OK,M,1920,1998,1920-04-09,09apr1920,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jorge-5FPacheco-5FAreco&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Y2dM9zFqPs1UeBuYGkgGUoPVVzlAyN8tVJbEaIER4kQ&e=,0,1,0,0,NA,NA
URU-1972,820656da-1e42-11e4-b4cd-db5882bf8def,165,URU,Bordaberry,1972-03-01,01mar1972,1976-06-12,12jun1976,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1928,2011,1928-06-17,17jun1928,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Juan-5FMar-25C3-25ADa-5FBordaberry&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=21mbpitkr3plfg2eEtCSgMcTqy9wJ8CqFuDHnOyjgqY&e=,0,3,6,0,NA,NA
URU-1976-1,820656db-1e42-11e4-b4cd-db5882bf8def,165,URU,Demichelli,1976-06-12,12jun1976,1976-09-01,01sep1976,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1894,1980,NA,,NA,,NA,1,3,6,0,NA,NA
URU-1976-2,820656dc-1e42-11e4-b4cd-db5882bf8def,165,URU,Mendez Manfredini,1976-09-01,01sep1976,1981-09-01,01sep1981,Irregular,Regular,Regular,0,OK,M,1904,1988,1904-04-24,24apr1904,1988-06-26,26jun1988,NA,1,1,0,0,NA,NA
URU-1981,820687ae-1e42-11e4-b4cd-db5882bf8def,165,URU,Alvarez Armalino,1981-09-01,01sep1981,1985-03-01,01mar1985,Irregular,Regular,Regular,0,OK,M,1925,-777,1925-11-26,26nov1925,NA,,NA,1,1,0,0,NA,NA
URU-1985,820687af-1e42-11e4-b4cd-db5882bf8def,165,URU,Sanguinetti,1985-03-01,01mar1985,1990-03-01,01mar1990,Regular,Regular,Regular,0,OK,M,1936,-777,1936-01-06,06jan1936,NA,,NA,0,1,0,0,NA,NA
URU-1990,820687b0-1e42-11e4-b4cd-db5882bf8def,165,URU,Lacalle de Herrera,1990-03-01,01mar1990,1995-03-01,01mar1995,Regular,Regular,Regular,0,OK,M,1941,-777,NA,,NA,,NA,0,1,0,0,NA,NA
URU-1995,820687af-1e42-11e4-b4cd-db5882bf8def,165,URU,Sanguinetti,1995-03-01,01mar1995,2000-03-01,01mar2000,Regular,Regular,Regular,1,OK,M,1936,-777,1936-01-06,06jan1936,NA,,NA,0,1,0,0,NA,NA
URU-2000,8206b882-1e42-11e4-b4cd-db5882bf8def,165,URU,Jorge Batlle,2000-03-02,02mar2000,2005-03-01,01mar2005,Regular,Regular,Regular,0,OK,M,1927,-777,NA,,NA,,NA,0,1,0,0,NA,NA
URU-2005,8250ec2c-1e42-11e4-b4cd-db5882bf8def,165,URU,Tabare Vazquez,2005-03-01,01mar2005,2010-03-01,01mar2010,Regular,Regular,Regular,0,OK,M,1940,-777,1940-01-17,17jan1940,NA,,NA,0,1,0,0,NA,NA
URU-2010,8250ec2d-1e42-11e4-b4cd-db5882bf8def,165,URU,Jose Mujica,2010-03-01,01mar2010,2015-03-01,01mar2015,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,M,1935,-777,1935-05-20,20may1935,NA,,NA,0,1,0,-999,NA,NA
URU-2015,43f5aea3-de6a-11e5-ba44-bb6d7c1a9a58,165,URU,Tabare Vasquez,2015-03-01,01mar2015,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1940,-777,1940-01-17,17jan1940,NA,,NA,0,-888,-888,-888,NA,NA
UKG-1874,1975cb98-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Disraeli,1874-02-20,20feb1874,1880-04-18,18apr1880,Regular,Regular,Regular,1,OK,M,1804,1881,1804-11-21,21nov1804,1881-04-19,19apr1881,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benjamin-5FDisraeli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-5OTj8hiKIoVkrtnM1dQE8CtF-q-Sf7GGwuYYFbALEQ&e=,0,1,0,0,NA,NA
UKG-1880,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1880-04-28,28apr1880,1885-06-09,09jun1885,Regular,Regular,Regular,1,OK,M,1809,1898,1809-12-29,29dec1809,1898-05-19,19may1898,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Premiership-5Fof-5FWilliam-5FGladstone&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d_FjtVKYBuE5uqhgcEbqY2Jcsn8MEUnAOGLYhlI2grQ&e=,0,1,0,0,NA,NA
UKG-1885,8206b883-1e42-11e4-b4cd-db5882bf8def,200,UKG,Salisbury,1885-06-24,24jun1885,1886-01-26,26jan1886,Regular,Retired Due to Ill Health,Regular,0,OK,M,1830,1903,1830-02-03,03feb1830,NA,,NA,0,2.0999999,0,0,NA,NA
UKG-1886-1,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1886-02-03,03feb1886,1886-07-20,20jul1886,Regular,Regular,Regular,2,OK,M,1809,1898,1809-12-29,29dec1809,1898-05-19,19may1898,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Premiership-5Fof-5FWilliam-5FGladstone&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d_FjtVKYBuE5uqhgcEbqY2Jcsn8MEUnAOGLYhlI2grQ&e=,0,1,0,0,NA,NA
UKG-1886-2,8206b883-1e42-11e4-b4cd-db5882bf8def,200,UKG,Salisbury,1886-08-03,03aug1886,1892-08-11,11aug1892,Regular,Regular,Regular,1,OK,M,1830,1903,1830-02-03,03feb1830,NA,,NA,0,1,0,0,NA,NA
UKG-1892,3568a438-3bbd-11e5-afeb-eb6f07f9fec7,200,UKG,Gladstone,1892-08-16,16aug1892,1894-03-03,03mar1894,Regular,Regular,Regular,3,OK,M,1809,1898,1809-12-29,29dec1809,1898-05-19,19may1898,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Premiership-5Fof-5FWilliam-5FGladstone&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d_FjtVKYBuE5uqhgcEbqY2Jcsn8MEUnAOGLYhlI2grQ&e=,0,1,0,0,NA,NA
UKG-1894,8206b884-1e42-11e4-b4cd-db5882bf8def,200,UKG,Rosebery,1894-03-06,06mar1894,1895-06-24,24jun1895,Regular,Regular,Regular,0,OK,M,1847,1929,1847-05-07,07may1847,NA,,NA,0,1,0,0,NA,NA
UKG-1895,8206b883-1e42-11e4-b4cd-db5882bf8def,200,UKG,Salisbury,1895-06-28,28jun1895,1902-07-11,11jul1902,Regular,Regular,Regular,2,OK,M,1830,1903,1830-02-03,03feb1830,NA,,NA,0,1,0,0,NA,NA
UKG-1902,8206b885-1e42-11e4-b4cd-db5882bf8def,200,UKG,Balfour,1902-07-12,12jul1902,1905-12-04,04dec1905,Regular,Regular,Regular,0,OK,M,1848,1930,1848-07-25,25jul1848,1930-03-19,19mar1930,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arthur-5FBalfour&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Q17XXqZ0VLi5NkRshtTefhWdZGtBLJzqKZ-o0-mgKf8&e=,0,1,0,0,NA,NA
UKG-1905,8206e956-1e42-11e4-b4cd-db5882bf8def,200,UKG,Campbell-Bannerman,1905-12-10,10dec1905,1908-04-06,06apr1908,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1836,1908,1836-09-07,07sep1836,1908-04-22,22apr1908,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Henry-5FCampbell-2DBannerman&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4yHPRN6bjQbGqNCiOY_4njYsCh-g2pqdUluAPjY4yUw&e=,0,2.0999999,0,-777,NA,NA
UKG-1908,8206e957-1e42-11e4-b4cd-db5882bf8def,200,UKG,Asquith,1908-04-06,06apr1908,1916-12-05,05dec1916,Regular,Regular,Regular,0,OK,M,1852,1928,1852-09-12,12sep1852,1928-02-15,15feb1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_H.-5FH.-5FAsquith&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GpuALspZvWc3WGf_CbzfHDit4LzxJU7D_EuPlcvOuwc&e=,0,1,0,0,NA,NA
UKG-1916,8206e958-1e42-11e4-b4cd-db5882bf8def,200,UKG,Lloyd-George,1916-12-10,10dec1916,1922-10-19,19oct1922,Regular,Regular,Regular,0,OK,M,1863,1945,1863-11-17,17nov1863,1945-03-26,26mar1945,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_David-5FLloyd-5FGeorge&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CXnTDO9--OpmGnneLqa3eUxoV3F9Y_CBMCZiMVQx1r0&e=,0,1,0,0,NA,NA
UKG-1922,8206e959-1e42-11e4-b4cd-db5882bf8def,200,UKG,Bonar Law,1922-10-24,24oct1922,1923-05-20,20may1923,Regular,Retired Due to Ill Health,Regular,0,OK,M,1858,1923,1858-09-16,16sep1858,1923-10-30,30oct1923,NA,0,2.0999999,0,0,NA,NA
UKG-1923,82071a2a-1e42-11e4-b4cd-db5882bf8def,200,UKG,Baldwin,1923-05-27,27may1923,1924-01-22,22jan1924,Regular,Regular,Regular,0,OK,M,1867,1947,1867-08-03,03aug1867,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanley-5FBaldwin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZBZWtRbGDxrMjzrw-6O_l04K56K_XsA_GuP1rf3yG0&e=,0,1,0,0,NA,NA
UKG-1924-1,82071a2b-1e42-11e4-b4cd-db5882bf8def,200,UKG,MacDonald,1924-01-23,23jan1924,1924-11-04,04nov1924,Regular,Regular,Regular,0,OK,M,1866,1937,1866-10-12,12oct1866,1937-11-09,09nov1937,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ramsay-5FMacDonald&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=VDqwfK3rWpxjUtNyX8Irybrp_V5DP0gOXsee2-TbQOU&e=,0,1,0,0,NA,NA
UKG-1924-2,82071a2a-1e42-11e4-b4cd-db5882bf8def,200,UKG,Baldwin,1924-11-06,06nov1924,1929-06-04,04jun1929,Regular,Regular,Regular,1,OK,M,1867,1947,1867-08-03,03aug1867,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanley-5FBaldwin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZBZWtRbGDxrMjzrw-6O_l04K56K_XsA_GuP1rf3yG0&e=,0,1,0,0,NA,NA
UKG-1929,82071a2b-1e42-11e4-b4cd-db5882bf8def,200,UKG,MacDonald,1929-06-08,08jun1929,1935-06-07,07jun1935,Regular,Regular,Regular,1,OK,M,1867,1937,1867-10-12,12oct1867,1937-11-09,09nov1937,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ramsay-5FMacDonald&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=VDqwfK3rWpxjUtNyX8Irybrp_V5DP0gOXsee2-TbQOU&e=,0,1,0,0,NA,NA
UKG-1935,82071a2a-1e42-11e4-b4cd-db5882bf8def,200,UKG,Baldwin,1935-06-07,07jun1935,1937-05-28,28may1937,Regular,Regular,Regular,2,OK,M,1867,1947,1867-08-03,03aug1867,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanley-5FBaldwin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZBZWtRbGDxrMjzrw-6O_l04K56K_XsA_GuP1rf3yG0&e=,0,1,0,0,NA,NA
UKG-1937,82071a2c-1e42-11e4-b4cd-db5882bf8def,200,UKG,Chamberlin,1937-05-28,28may1937,1940-05-10,10may1940,Regular,Regular,Regular,0,OK,M,1869,1940,1869-04-18,18apr1869,1940-11-09,09nov1940,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Neville-5FChamberlain&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ev5dywA5SFSa-Uw-3adMfBBTGqCFxAip-zdULm3OOTU&e=,0,1,0,0,NA,NA
UKG-1940,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,Churchill,1940-05-10,10may1940,1945-07-27,27jul1945,Regular,Regular,Regular,0,OK,M,1874,1965,1874-11-30,30nov1874,1965-01-24,24jan1965,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Winston-5FChurchill&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=2ReXhddJXLMZBPvCt9JoInpddMgFzZ3FePT8w4i0zUI&e=,0,1,0,0,NA,NA
